Type,Name,Address,State,Phone_number,Notes,latitude,longitude,FIPS
Obstetrics & Gynecology,Nicole K Banks MD,"601 Colley Ave, Norfolk, VA 23507",VA,757-512-8547,,,,
Obstetrics & Gynecology,Bruce G Bateman MD,"595 Martha Jefferson Dr Ste 390, Charlottesville, VA 22911",VA,434-654-8524,,,,
Obstetrics & Gynecology,Brittany Beck CNM,"1705 Amherst St, Winchester, VA 22601",VA,540-662-0711,,,,
Obstetrics & Gynecology,Whitney R Bender MD,"1250 E Marshall St, Richmond, VA 23298",VA,804-828-4409,,,,
Obstetrics & Gynecology,Emily C Bennett NP,"1250 E Marshall Street, Ob/Gyn, Richmond, VA 23298",VA,804-828-4409,,,,
Obstetrics & Gynecology,David F Archer MD,"601 Colley Ave, Norfolk, VA 23507",VA,757-446-7100,,,,
Obstetrics & Gynecology,Michelle Bennett MD,"825 Fairfax Avenue, Suite 528, Norfolk, VA 23507",VA,757-446-7979,,,,
Obstetrics & Gynecology,Willie A Andersen,"Lee St, Charlottesville, VA 22908",VA,434-924-0000,,,,
Obstetrics & Gynecology,Bryan C Aldeghi CSFA,"44045 Riverside Pkwy, Leesburg, VA 20176",VA,301-661-7117,,,,
Obstetrics & Gynecology,"Elizabeth Abando RN, IBCLC, FNP-BC","3600 Joseph Siewick Dr, Fairfax, VA 22033",VA,703-391-3908,,,,
Obstetrics & Gynecology,Adeola Abayomi M.D.,"6501 Loisdale Ct, Department Of Ob/Gyn, Mapmg, Springfield, VA 22150",VA,703-922-1617,,,,
Obstetrics & Gynecology,Makunda Abdul-Mbacke MD,"6890 Greensboro Rd, Ridgeway, VA 24148",VA,276-956-1013,,,,
Obstetrics & Gynecology,Alfred Z Abuhamad M.D.,"825 Fairfax Ave, Suite 310, Norfolk, VA 23507",VA,757-446-7900,,,,
Obstetrics & Gynecology,Sulola Adekoya M.D,"109 Governor St Fl 13, Richmond, VA 23219",VA,804-864-7867,,,,
Obstetrics & Gynecology,Adler Gynecology And Minimally Invasive Surgery Inc,"17739 Main St, Suite 110, Dumfries, VA 22026",VA,703-649-2787,,,,
Obstetrics & Gynecology,Robert L Agee MD,"800 Oak St, Farmville, VA 23901",VA,434-392-8177,,,,
Obstetrics & Gynecology,Habibollah Ahdoot M.D.,"4660 Kenmore Ave, 902, Alexandria, VA 22304",VA,703-370-4300,,,,
Obstetrics & Gynecology,Anuoluwapo Akinsanya M.D.,"210 Medical Park Blvd Ste 150, Petersburg, VA 23805",VA,804-765-5206,,,,
Obstetrics & Gynecology,Ugochi Akoma MD,"2296 Opitz Blvd Ste 440, Woodbridge, VA 22191",VA,703-346-0964,,,,
Obstetrics & Gynecology,"Kathleen M Akridge RNC, WHCNP","4000 Coliseum Dr, Suite 280, Hampton, VA 23666",VA,757-722-7401,,,,
Obstetrics & Gynecology,Maysarah Alawneh M.D.,"3300 Gallows Rd, Falls Church, VA 22042",VA,703-766-8986,,,,
Obstetrics & Gynecology,Alexandria Perinatal Diagnostic Center,"4320 Seminary Road, Inova Alexandria Hospital Diagnostic Center, Alexandria, VA 22304",VA,703-504-7868,,,,
Obstetrics & Gynecology,Eliza Berkley MD,"6433 Eleanor Ct, Norfolk, VA 23508",VA,704-685-2945,,,,
Obstetrics & Gynecology,Myrna A Bernardo MD,"207 E Little Creek Rd, Norfolk, VA 23505",VA,757-531-2135,,,,
Obstetrics & Gynecology,Annette Bicher MD,"3289 Woodburn Rd, Suite 320, Annandale, VA 22003",VA,571-308-1830,,,,
Obstetrics & Gynecology,Joseph F Borzelleca M.D.,"1250 E Marshall Street, Ob/Gyn, Richmond, VA 23298",VA,804-828-4409,,,,
Obstetrics & Gynecology,Edward G Boston M.D.,"576 Jefferson Ave, Fort Eustis, VA 23604",VA,757-314-7961,,,,
Obstetrics & Gynecology,Mary A Bowden NURSE PRACTITIONER,"448 Dinwiddie St, Unit 202, Portsmouth, VA 23704",VA,757-535-2737,,,,
Obstetrics & Gynecology,Robert H Bowden MD,"1016 Main St, Lynchburg, VA 24504",VA,434-847-5866,,,,
Obstetrics & Gynecology,Deborah M Boykin WHCNP,"16492 Mlc Ln, Suite 605, Rockville, VA 23146",VA,804-530-1939,,,,
Obstetrics & Gynecology,Sybil A Bradley-Dallas NP,"2138 Langhorne Square, Lynchburg, VA 24501",VA,434-845-3178,,,,
Obstetrics & Gynecology,George F Bronsky M.D.,"3020 Hamaker Ct, Suite 501, Fairfax, VA 22031",VA,703-698-5350,,,,
Obstetrics & Gynecology,"Karen L Brophy RNC, WHCNP","4000 Coliseum Dr, Suite 280, Hampton, VA 23666",VA,757-722-7401,,,,
Obstetrics & Gynecology,Katrina M Brown FNP-BC,"2025 Glenn Mitchell Dr, Virginia Beach, VA 23456",VA,757-507-1000,,,,
Obstetrics & Gynecology,Elizabeth Brunn M.D.,"1625 N George Mason Dr Ste 325, Arlington, VA 22205",VA,703-717-4600,,,,
Obstetrics & Gynecology,Laurie A Buchwald NP,"614 E Main St Ste A, Radford, VA 24141",VA,540-443-0500,,,,
Obstetrics & Gynecology,Lisa A Bukovac D.O.,"1840 Amherst St, Winchester, VA 22601",VA,540-536-8000,,,,
Obstetrics & Gynecology,Paul S Burka MD,"3300 Gallows Rd, Falls Church, VA 22042",VA,703-776-2545,,,,
Obstetrics & Gynecology,Linda Burkett M.D.,"3400 Haydenpark Ln # 1, Henrico, VA 23233",VA,804-322-1180,,,,
Obstetrics & Gynecology,Andrea C Burnett N.P.,"1250 E Marshall St, Ob/Gyn, Richmond, VA 23298",VA,804-828-4409,,,,
Obstetrics & Gynecology,Jacqueline Born CNM,"114 Nationwide Dr, Lynchburg, VA 24502",VA,434-237-9233,,,,
Obstetrics & Gynecology,Holly Borkert CNM,"2875 Barn Rd, Christiansburg, VA 24073",VA,540-731-4578,,,,
Obstetrics & Gynecology,Lindsay E Borden M.D.,"12100 Warwick Blvd Ste 202, Newport News, VA 23601",VA,757-594-4198,,,,
Obstetrics & Gynecology,Bon Secours-Virginia Healthsource Inc,"8266 Atlee Rd Ste 215, Mechanicsville, VA 23116",VA,804-559-6181,,,,
Obstetrics & Gynecology,Birthcare Facility,"1501 King St, Alexandria, VA 22314",VA,703-549-5070,,,,
Obstetrics & Gynecology,Dana M Block-Abraham D.O.,"8081 Innovation Park Dr Ste 301, Fairfax, VA 22031",VA,703-698-5350,,,,
Obstetrics & Gynecology,Blue Ridge Gynecology Pc,"130 Peyton St, Winchester, VA 22601",VA,540-678-1433,,,,
Obstetrics & Gynecology,"Blue Ridge Urogynecology, Inc","3800 Electric Rd, Suite 405, Roanoke, VA 24018",VA,540-480-9719,,,,
Obstetrics & Gynecology,Blue Ridge Womens Care Pc,"130 W Piccadilly St, Winchester, VA 22601",VA,540-723-8751,,,,
Obstetrics & Gynecology,Cecelia H Boardman M.D.,"7603 Forest Ave, Suite 207, Richmond, VA 23229",VA,804-200-7062,,,,
Obstetrics & Gynecology,Silvina M Bocca MD,"601 Colley Ave, Norfolk, VA 23507",VA,757-446-7100,,,,
Obstetrics & Gynecology,Allison K Butler NP,"120 Kings Way, Suite 3400, Williamsburg, VA 23185",VA,757-253-5600,,,,
Obstetrics & Gynecology,Tammy V Bogart NP,"235 Evergreen Ave, Appomattox, VA 24522",VA,434-352-7420,,,,
Obstetrics & Gynecology,Bon Secours Memorial Regional Medical Center Inc,"1510 N 28Th St Ste 305, Richmond, VA 23223",VA,804-371-1689,,,,
Obstetrics & Gynecology,"Bon Secours Virginia Medical Group I, Llc","8266 Atlee Rd, Suite 219, Mechanicsville, VA 23116",VA,804-764-6247,,,,
Obstetrics & Gynecology,"Bon Secours Virginia Medical Group Ii, Llc","8266 Atlee Rd, Suite 215, Mechanicsville, VA 23116",VA,804-559-6181,,,,
Obstetrics & Gynecology,Bon Secours-Richmond Community Hospital Llc,"5875 Bremo Rd Ste G7, Richmond, VA 23226",VA,804-288-8900,,,,
Obstetrics & Gynecology,"Bon Secours-St. Mary'S Hospital Of Richmond, Inc.","5855 Bremo Rd, Suite 306, Richmond, VA 23226",VA,804-287-7650,,,,
Obstetrics & Gynecology,"Bon Secours-St. Mary'S Hospital Of Richmond, Inc.","5855 Bremo Rd, Richmond, VA 23226",VA,804-287-7644,,,,
Obstetrics & Gynecology,"Bon Secours-St. Mary'S Hospital Of Richmond, Inc.","5875 Bremo Rd, Suite G-7, Richmond, VA 23226",VA,804-288-8900,,,,
Obstetrics & Gynecology,Bon Secours Medical Group Hampton Roads Specialty Care Llc,"8580 Magellan Pkwy, Richmond, VA 23227",VA,804-627-5573,,,,
Obstetrics & Gynecology,Donald J Dudley M.D.,"1204 W Main St, Charlottesville, VA 22908",VA,434-924-2500,,,,
Obstetrics & Gynecology,Allison R Durica MD,"101 Elm Ave Se, Roanoke, VA 24013",VA,540-985-9985,,,,
Obstetrics & Gynecology,Nancy M Durso MD,"1250 E Marshall St, Ob/Gyn, Richmond, VA 23298",VA,804-327-8820,,,,
Obstetrics & Gynecology,Cynthia S Heist M.D.,"927 S Main St, Danville, VA 24541",VA,434-797-4620,,,,
Obstetrics & Gynecology,Boyd F Helmkamp MD,"3289 Woodburn Rd, Suite 320, Annandale, VA 22003",VA,703-698-7100,,,,
Obstetrics & Gynecology,Susan K Hendricks MD,"590 15Th St S, Apt 145, Arlington, VA 22202",VA,703-418-0234,,,,
Obstetrics & Gynecology,Paul W Hendrix D.O.,"1401 Johnston Willis Dr Ste 5500, North Chesterfield, VA 23235",VA,804-560-5827,,,,
Obstetrics & Gynecology,Henrico Women'S Health Pc,"7605 Forest Ave, Suite 316, Richmond, VA 23229",VA,804-282-0044,,,,
Obstetrics & Gynecology,Joanne Herrman MD,"8324 Professional Hill Dr, Fairfax, VA 22031",VA,703-573-5600,,,,
Obstetrics & Gynecology,Lisa R Himmelstein M.D.,"2515 Londonderry Rd, Alexandria, VA 22308",VA,703-799-2587,,,,
Obstetrics & Gynecology,Katherine N Hines M.D.,"1181 First Colonial Rd Ste 200, Virginia Beach, VA 23454",VA,757-425-1600,,,,
Obstetrics & Gynecology,Laura N Homewood M.D.,"1221 Lee St, Charlottesville, VA 22908",VA,434-924-1955,,,,
Obstetrics & Gynecology,Nicolette S Horbach MD,"3289 Woodburn Rd, Suite 130, Annandale, VA 22003",VA,571-389-7140,,,,
Obstetrics & Gynecology,Jennifer Y Hsu M.D.,"13580 Groupe Dr Ste 105, Woodbridge, VA 22192",VA,703-680-1770,,,,
Obstetrics & Gynecology,Marilyn Huang MD,"1240 Lee St, Charlottesville, VA 22908",VA,434-924-9333,,,,
Obstetrics & Gynecology,Dawn E Huggins-Jones MD,"1147 Independence Blvd, Virginia Beach, VA 23455",VA,757-460-1207,,,,
Obstetrics & Gynecology,William F Hughes MD,"833 Buffalo St, Suite 200, Farmville, VA 23901",VA,434-392-8177,,,,
Obstetrics & Gynecology,Kathie L Hullfish,"500 Ray C Hunt Dr, Charlottesville, VA 22903",VA,434-924-2103,,,,
Obstetrics & Gynecology,Kathleen R Heim M.D.,"1635 N George Mason Dr Ste 190, Arlington, VA 22205",VA,703-558-6077,,,,
Obstetrics & Gynecology,Sherilynn Hummel M.D.,"372 Coles Road, Burgess, VA 22432",VA,804-453-7946,,,,
Obstetrics & Gynecology,Rhonda M Hearns - Stokes MD,"Givf, 3015 Williams Dr. # 300, Fairfax, VA 22031",VA,703-289-1977,,,,
Obstetrics & Gynecology,Jill C Hasling MD,"10510 Jefferson Ave, Suite D, Newport News, VA 23601",VA,757-594-4720,,,,
Obstetrics & Gynecology,Gynekon Plc,"6355 Walker Ln, Suite 500, Alexandria, VA 22310",VA,703-822-9370,,,,
Obstetrics & Gynecology,Anna Gyurjyan NP,"500 J. Clyde Morris Blvd, Bld G, Newport News, VA 23601",VA,757-594-3636,,,,
Obstetrics & Gynecology,Virginia M Hackenberg MD,"19465 Deerfield Ave, Suite 205, Leesburg, VA 20176",VA,703-858-2811,,,,
Obstetrics & Gynecology,Gina K Haldeman CNM,"4660 Kenmore Ave, #902, Alexandria, VA 22304",VA,703-370-4300,,,,
Obstetrics & Gynecology,Melinda S Hall MD,"8300 Old Courthouse Rd, Suite 140B, Vienna, VA 22182",VA,703-991-6806,,,,
Obstetrics & Gynecology,Chad A Hamilton M.D.,"3289 Woodburn Rd Ste 320, Annandale, VA 22003",VA,571-308-1830,,,,
Obstetrics & Gynecology,James F Hamilton M.D.,"95 Harris Rd, Kilmarnock, VA 22482",VA,804-435-0023,,,,
Obstetrics & Gynecology,Nadine Hammoud MD,"3301 Woodburn Rd Ste 309, Annandale, VA 22003",VA,703-844-0171,,,,
Obstetrics & Gynecology,Hampton Obgyn Inc Pc,"2207 Executive Dr, Suite A, Hampton, VA 23666",VA,757-826-1945,,,,
Obstetrics & Gynecology,"Lois Hancock M.S.N., C.N.M.","2115 Executive Dr, Suite 9A, Hampton, VA 23666",VA,757-838-7277,,,,
Obstetrics & Gynecology,Benjamin S Harris M.D.,"9030 Stony Point Pkwy Ste 450, Richmond, VA 23235",VA,804-500-9999,,,,
Obstetrics & Gynecology,Kimberly Harris CFNP,"516 Innovation Dr, Suite 305, Chesapeake, VA 23320",VA,757-312-8221,,,,
Obstetrics & Gynecology,"Casey J Harrison CNM, DNP","1071 Care Way, Fredericksburg, VA 22401",VA,540-374-3200,,,,
Obstetrics & Gynecology,John T Hart M.D.,"20925 Professional Plz, Suite 100, Ashburn, VA 20147",VA,703-724-9694,,,,
Obstetrics & Gynecology,Christine A Hart Kress WHNP,"1800 Town Center Drive, Suite 220, Restpm, VA 20190",VA,703-435-2555,,,,
Obstetrics & Gynecology,Katherine N Haughs NP,"3289 Woodburn Rd, Suite 320, Annandale, VA 22003",VA,703-698-7100,,,,
Obstetrics & Gynecology,Donna Hurlock MD,"205 S Whiting St, Suite 303, Alexandria, VA 22304",VA,708-823-1533,,,,
Obstetrics & Gynecology,Barbara Hurst OGNP,"1802 Braeburn Dr, Salem, VA 24153",VA,540-772-3520,,,,
Obstetrics & Gynecology,Johnny Hyde MD,"5875 Bremo Rd, Mob South, Suite G-7, Richmond, VA 23226",VA,804-228-8900,,,,
Obstetrics & Gynecology,Saliatou M Jordan M.D.,"4040 Fairfax Dr Ste 801, Arlington, VA 22203",VA,571-970-6050,,,,
Obstetrics & Gynecology,Feliciano J Jusay M.D.,"342 Virginia Ave, Wytheville, VA 24382",VA,276-228-2191,,,,
Obstetrics & Gynecology,Grace M Kamau NP,"2402 Atherholt Rd, Lynchburg, VA 24501",VA,434-455-2480,,,,
Obstetrics & Gynecology,Camille M Kanaan M.D.,"825 Fairfax Ave, Suite 310, Norfolk, VA 23507",VA,757-446-7900,,,,
Obstetrics & Gynecology,Natalie E Karp MD,"101 Elm Ave Se, Roanoke, VA 24013",VA,540-985-4099,,,,
Obstetrics & Gynecology,George M Kemp MD,"1120 First Colonial Rd, Suite 202, Virginia Beach, VA 23454",VA,757-481-0327,,,,
Obstetrics & Gynecology,Colleen S Kepner MD,"6400 Arlington Blvd., Suite 210, Falls Church, VA 22042",VA,703-531-3000,,,,
Obstetrics & Gynecology,Kristi G Kidd M.D.,"114 Nationwide Dr, Lynchburg, VA 24502",VA,434-239-7890,,,,
Obstetrics & Gynecology,Leslie S Kidd MD,"1705 Amherst St Ste 203, Winchester, VA 22601",VA,540-662-0711,,,,
Obstetrics & Gynecology,Mi Yong Kim MD,"10400 Eaton Place, Ste 515, Fairfax, VA 22030",VA,703-691-4141,,,,
Obstetrics & Gynecology,Sharon J Kim M.D.,"6355 Walker Ln Ste 508, Alexandria, VA 22310",VA,703-971-7633,,,,
Obstetrics & Gynecology,Julie S King MD,"1705 Amherst St Ste 203, Winchester, VA 22601",VA,540-662-0711,,,,
Obstetrics & Gynecology,Margaret King O.G.N.P.,"1800 Town Center Drive, Suite 220, Reston, VA 20190",VA,703-435-2555,,,,
Obstetrics & Gynecology,Melody King,"39 Beam Ln, Fishersville, VA 22939",VA,540-213-7750,,,,
Obstetrics & Gynecology,Hans B Krebs MD,"3289 Woodburn Rd, Suite 320, Annandale, VA 22003",VA,703-698-7100,,,,
Obstetrics & Gynecology,Cherry H Jones FNP,"7601 Forest Ave, Suite 100, Richmond, VA 23229",VA,804-282-9479,,,,
Obstetrics & Gynecology,Charles M Jones M.D.,"5875 Bremo Rd, Mob South, Suite G-7, Richmond, VA 23226",VA,804-288-8900,,,,
Obstetrics & Gynecology,Johnson Health Center,"2402 Atherholt Rd, Lynchburg, VA 24501",VA,434-200-6401,,,,
Obstetrics & Gynecology,"Doris Y Johnson CNM, NP","1301 Sam Perry Blvd, Suite 100, Fredericksburg, VA 22401",VA,540-741-1276,,,,
Obstetrics & Gynecology,David A Iglesias M.D.,"1 Riverside Cir Ste 300M, Roanoke, VA 24016",VA,540-581-0160,,,,
Obstetrics & Gynecology,"Integrated Wellness Md, Llc","8316 Arlington Blvd Ste 206, Fairfax, VA 22031",VA,800-762-6282,,,,
Obstetrics & Gynecology,William P Irvin MD,"12100 Warwick Blvd, Suite 202, Newport News, VA 23601",VA,757-594-4198,,,,
Obstetrics & Gynecology,George B Iskander M.D,"131 Elden St Ste 308, Herndon, VA 20170",VA,703-435-0900,,,,
Obstetrics & Gynecology,Ivirma Jones Institute,"601 Colley Ave, Norfolk, VA 23507",VA,757-446-7100,,,,
Obstetrics & Gynecology,Araba A Jackson M.D.,"2800 S Shirlington Rd Ste 706, Arlington, VA 22206",VA,571-777-2430,,,,
Obstetrics & Gynecology,"James Aria, Md, Pc","2865 Duke St, Alexandria, VA 22314",VA,703-461-7500,,,,
Obstetrics & Gynecology,Gynecology Associates Of Alexandria Pc,"3131 Mount Vernon Ave, Suite 4A/4B, Alexandria, VA 22305",VA,703-739-8888,,,,
Obstetrics & Gynecology,"James C Mcfalls, Md","1715 N George Mason Dr, 502, Arlington, VA 22205",VA,703-522-1854,,,,
Obstetrics & Gynecology,Shelly-Ann James MD,"12255 Fair Lakes Pkwy, Fairfax, VA 22033",VA,540-720-7340,,,,
Obstetrics & Gynecology,Lami Jeffrey Coker MD,"2871 Duke Street, Alexandria, VA 22314",VA,703-751-3031,,,,
Obstetrics & Gynecology,Marquis L Jessie M.D.,"1850 Town Center Pkwy, Suite 258, Reston, VA 20190",VA,703-435-1454,,,,
Obstetrics & Gynecology,Jill T Flood Md,"844 First Colonial Rd, Suite 202, Virginia Beach, VA 23451",VA,757-428-0002,,,,
Obstetrics & Gynecology,"Joel W. Match, Md. Pc","1850 Town Center Pkwy, Suite 207, Reston, VA 20190",VA,703-587-7222,,,,
Obstetrics & Gynecology,John W.Ghramm,"1804 W Plaza Dr, Winchester, VA 22601",VA,540-667-3005,,,,
Obstetrics & Gynecology,Montgomery N Johns M.D.,"623 Jefferson Davis Hwy, Suite 101, Fredericksburg, VA 22401",VA,540-373-3390,,,,
Obstetrics & Gynecology,"James F. Hamilton, M.D., Plc","95 Harris Drive, Kilmarnock, VA 22482",VA,804-435-0023,,,,
Obstetrics & Gynecology,Gyn Oncology Of Southwest Virginia Llc,"1900 Electric Rd, Suite 200, Salem, VA 24153",VA,540-776-4704,,,,
Obstetrics & Gynecology,Joanne Gutliph M.D.,"8640 Sudley Rd, Suite 303, Manassas, VA 20110",VA,703-361-7778,,,,
Obstetrics & Gynecology,Mark Gustafson MD,"1802 Braeburn Dr, Salem, VA 24153",VA,540-772-3520,,,,
Obstetrics & Gynecology,Charlie M Faulk M.D.,"12200 Warwick Blvd, Suite 480, Newport News, VA 23601",VA,757-534-5660,,,,
Obstetrics & Gynecology,Mutahar Fauzia M.D.,"5697 Columbia Pike, Ste 100, Falls Church, VA 22041",VA,703-845-3400,,,,
Obstetrics & Gynecology,James E Ferguson MD,"1204 W Main St, Charlottesville, VA 22903",VA,434-924-2500,,,,
Obstetrics & Gynecology,"Fern L. Grapin, M.D.,P.C.","2871 Duke St, Alexandria, VA 22314",VA,703-751-3031,,,,
Obstetrics & Gynecology,Miguel A Fernandez M.D.,"1625 N George Mason Dr Ste 345, Arlington, VA 22205",VA,703-717-4502,,,,
Obstetrics & Gynecology,Myriam Ferzli M.D.,"1635 N George Mason Dr Ste 190, Arlington, VA 22205",VA,703-558-6077,,,,
Obstetrics & Gynecology,Adam J Fiedler M.D.,"7101 Jahnke Rd, Suite 280, Richmond, VA 23225",VA,804-272-5508,,,,
Obstetrics & Gynecology,Robert J Fierro MD,"5875 Bremo Rd, Suite 701, Richmond, VA 23226",VA,804-282-8350,,,,
Obstetrics & Gynecology,Stefani J Filak M.D.,"5021 Seminary Rd Ste 109, Alexandria, VA 22311",VA,703-671-9799,,,,
Obstetrics & Gynecology,Margaret D Flather M.D.,"70 Medical Center Cir Ste 202, Fishersville, VA 22939",VA,540-245-7007,,,,
Obstetrics & Gynecology,Jill T Flood MD,"844 First Colonial Rd, Suite 202, Virginia Beach, VA 23451",VA,757-428-0002,,,,
Obstetrics & Gynecology,Mariel A Focseneanu MD,"11783 Rock Landing Dr, Newport News, VA 23606",VA,757-668-9330,,,,
Obstetrics & Gynecology,Jennifer L Folks WHNP-BC,"2296 Opitz Blvd, #440, Woodbridge, VA 22191",VA,703-878-0740,,,,
Obstetrics & Gynecology,Tyler C Ford MD,"7603 Forest Ave, Suite 306, Richmond, VA 23229",VA,804-200-7062,,,,
Obstetrics & Gynecology,Melissa M Foster NP,"1212 Koger Center Blvd, North Chesterfield, VA 23235",VA,804-897-2100,,,,
Obstetrics & Gynecology,"Tina J Falika King M.D., M.P.H.","3300 Gallows Rd, Falls Church, VA 22042",VA,703-776-4001,,,,
Obstetrics & Gynecology,Fairfax Womens Care Llc,"8501 Arlington Blvd, Suite 500, Fairfax, VA 22031",VA,703-876-6311,,,,
Obstetrics & Gynecology,"Fairfax Ob-Gyn Associates, Inc.","3650 Joseph Siewick Dr, Suite 203, Fairfax, VA 22033",VA,703-391-1500,,,,
Obstetrics & Gynecology,"Fairfax Loudoun Obgyn, Inc","3930 Pender Dr Ste 60, Fairfax, VA 22030",VA,571-249-0717,,,,
Obstetrics & Gynecology,Linda R Duska MD,"1240 Lee St, Charlottesville, VA 22908",VA,434-924-9333,,,,
Obstetrics & Gynecology,"Edmund Stephen Petrilli, M.D., P.C.","8650 Sudley Rd, Suite 200, Manassas, VA 20110",VA,703-392-5157,,,,
Obstetrics & Gynecology,"Edward E Gahres, Ms, Ltd","5021 Seminary Rd, 109, Alexandria, VA 22311",VA,703-931-7515,,,,
Obstetrics & Gynecology,"Gail A Edwards R.N.C.,M.S.N.,A.N.P.","3650 Joseph Siewick Dr, Suite 203, Fairfax, VA 22033",VA,703-391-1500,,,,
Obstetrics & Gynecology,Jessica D Edwards M.D.,"1705 Amherst St Ste 203, Winchester, VA 22601",VA,540-662-0711,,,,
Obstetrics & Gynecology,Maurice K Eggleston M.D.,"1300 Hospital Dr Ste 200, Fredericksburg, VA 22401",VA,540-741-3260,,,,
Obstetrics & Gynecology,Elizabeth Mandell Md Plc,"325 Four Leaf Ln, Suite 11-B, Charlottesville, VA 22903",VA,434-249-1613,,,,
Obstetrics & Gynecology,Zoe Fraley CNM,"1840 Amherst St, Winchester, VA 22601",VA,540-536-8000,,,,
Obstetrics & Gynecology,John C Elkas MD,"3289 Woodburn Rd, Suite 320, Annandale, VA 22003",VA,571-308-1830,,,,
Obstetrics & Gynecology,En Sante Clinic & Medical Spa Pllc,"1420 Spring Hill Rd Ste 160, Mc Lean, VA 22102",VA,703-888-8589,,,,
Obstetrics & Gynecology,Christopher S Ennen MD,"1204 W Main St Fl 3, Charlottesville, VA 22908",VA,434-924-2500,,,,
Obstetrics & Gynecology,Amr Etman MD,"541 Sunset Ln Ste 301, Culpeper, VA 22701",VA,540-825-4557,,,,
Obstetrics & Gynecology,Sarah Evans MD,"101 Elm Ave Se, Roanoke, VA 24013",VA,540-985-4099,,,,
Obstetrics & Gynecology,Emily A Evans-Hoeker M.D.,"102 Highland Ave Se, Suite 304, Roanoke, VA 24013",VA,540-985-9715,,,,
Obstetrics & Gynecology,"Evoscient Gynecology Center For Pelvic Health And Surgery, Pc","700 Independence Cir Ste 2A, Virginia Beach, VA 23455",VA,757-473-2021,,,,
Obstetrics & Gynecology,Darlene Ewton NP,"12200 Warwick Blvd, Suite 510, Newport News, VA 23601",VA,757-534-5700,,,,
Obstetrics & Gynecology,Mohammed Elkousy M.D.,"1850 Town Center Pkwy, Suite 258, Reston, VA 20190",VA,703-435-1454,,,,
Obstetrics & Gynecology,Frank E Franasiak MD,"920 South Battlefield Blvd, Suite 101, Chesapeake, VA 23322",VA,757-546-1725,,,,
Obstetrics & Gynecology,Gail J Freeman WHNP,"3299 Woodburn Rd, Suite 480, Annandale, VA 22003",VA,703-876-0734,,,,
Obstetrics & Gynecology,Grace W Graham D.O.,"Shady Grove Fertility - Richmond, 9030 Stony Point Parkway #450, Richmond, VA 23223",VA,804-500-9999,,,,
Obstetrics & Gynecology,Marybeth Grannis CNM,"1501 King St, Alexandria, VA 22314",VA,703-549-5070,,,,
Obstetrics & Gynecology,Misti S Gray WHNP,"2296 Optiz Blvd, Suite 440, About Women Ob/Gyn, Woodbridge, VA 22191",VA,703-878-0740,,,,
Obstetrics & Gynecology,Roberta Gray CNM,"240 Lucy Dr, Harrisonburg, VA 22801",VA,540-438-1314,,,,
Obstetrics & Gynecology,"Greenbriar Obgyn, Pc","4001 Fair Ridge Dr, Suite 301, Fairfax, VA 22033",VA,703-359-5900,,,,
Obstetrics & Gynecology,Heather O Greer MD,"150 Market Ridge Ln, Daleville, VA 24083",VA,540-996-0460,,,,
Obstetrics & Gynecology,William J Greer MD,"101 Elm Ave Se, Roanoke, VA 24013",VA,540-985-4069,,,,
Obstetrics & Gynecology,Michael P Grimes MD,"111 Medical Pkwy, Suite 202, Chesapeake, VA 23320",VA,757-436-2424,,,,
Obstetrics & Gynecology,Jenna E Grimm LNP,"10521 Rosehaven St, Suite Ll 100, Fairfax, VA 22030",VA,703-281-5000,,,,
Obstetrics & Gynecology,Barry L Gross MD,"401 Oyster Point Rd, Suite A, Newport News, VA 23602",VA,757-249-3000,,,,
Obstetrics & Gynecology,Gloria A Grover M.D.,"8640 Sudley Road, Suite 303, Manassas, VA 20110",VA,703-361-7778,,,,
Obstetrics & Gynecology,Nathan L Guerette M.D.,"2931 Polo Pkwy, Midlothian, VA 23113",VA,804-523-2533,,,,
Obstetrics & Gynecology,Marina O Guirguis Hanna M.D.,"44045 Riverside Pkwy, Leesburg, VA 20176",VA,703-776-2745,,,,
Obstetrics & Gynecology,Mary H Gunther NP,"8580 Magellan Pkwy, Building Iv, Richmond, VA 23227",VA,804-627-5291,,,,
Obstetrics & Gynecology,Vivek K Gupta MD,"1870 Amherst St Ste 3A, Winchester, VA 22601",VA,540-536-3228,,,,
Obstetrics & Gynecology,"Grace Perinatal Associates, Inc.","2296 Opitz Blvd Ste 440, Woodbridge, VA 22191",VA,703-346-0964,,,,
Obstetrics & Gynecology,Meghana Gowda MD,"9101 Stony Point Dr, Richmond, VA 23235",VA,804-330-9105,,,,
Obstetrics & Gynecology,"Lauren M Gover APRN, CNM","4660 Kenmore Ave Ste 902, Alexandria, VA 22304",VA,703-370-4300,,,,
Obstetrics & Gynecology,Linnea R Goodman MD,"4100 Olympia Cir Ste 201, Charlottesville, VA 22911",VA,434-220-6620,,,,
Obstetrics & Gynecology,Elise M French NP,"10510 Jefferson Ave, Suite D, Newport News, VA 23601",VA,757-594-4720,,,,
Obstetrics & Gynecology,Roseann J Freundel DO,"102 15Th St Nw, Suite 301, Norton, VA 24273",VA,276-679-1623,,,,
Obstetrics & Gynecology,Patricia R Fritzsche OB/GYN NP,"9501 Farrell Rd, Fort Belvoir, VA 22060",VA,703-805-8344,,,,
Obstetrics & Gynecology,Robert R Fuller MD,"1204 W Main St, Charlottesville, VA 22908",VA,434-924-2500,,,,
